#古籍字	Unicode	序号
穿	07A7F	01364
剶	05276	01365
猭	0732D	01366
舡	08221	01367
船	08239	01368
遄	09044	01369
圌	0570C	01370
椽	0693D	01371
傳	050B3	01372
篅	07BC5	01373
輲	08F32	01374
舛	0821B	01375
荈	08348	01376
喘	05598	01377
歂	06B42	01378
僢	050E2	01379
踳	08E33	01380
串	04E32	01381
釧	091E7	01382
賗	08CD7	01383
鶨	09DA8	01384
囱	056F1	01385
創	05275	01386
窗	07A97	01387
摐	06450	01388
戧	06227	01389
牕	07255	01390
瘡	07621	01391
牀	07240	01392
噇	05647	01393
幢	05E62	01394
橦	06A66	01395
𡻯	21EEF	01396
㼽	03F3D	01397
磢	078E2	01398
闖	095D6	01399
愴	06134	01400
吹	05439	01401
炊	0708A	01402
䜅	04705	01403
垂	05782	01404
倕	05015	01405
陲	09672	01406
捶	06376	01407
棰	068F0	01408
椎	0690E	01409
腄	08144	01410
槌	069CC	01411
箠	07BA0	01412
錘	09318	01413
顀	09840	01414
鎚	0939A	01415
杶	06776	01416
春	06625	01417
䡅	04845	01418
椿	0693F	01419
輴	08F34	01420
櫄	06AC4	01421
浱	06D71	01422
純	07D14	01423
脣	08123	01424
淳	06DF3	01425
犉	07289	01426
蒓	08493	01427
蓴	084F4	01428
漘	06F18	01429
醇	09187	01430
錞	0931E	01431
鶉	09D89	01432
胊	080CA	01433
偆	05046	01434
惷	060F7	01435
蠢	08822	01436
趠	08DA0	01437
踔	08E14	01438
戳	06233	01439
辵	08FB5	01440
叕	053D5	01441
娖	05A16	01442
逴	09034	01443
啜	0555C	01444
𢔄	22504	01445
惙	060D9	01446
婼	05A7C	01447
婥	05A65	01448
綽	07DBD	01449
輟	08F1F	01450
擉	064C9	01451
歠	06B60	01452
蠚	0881A	01453
齪	09F6A	01454
疵	075B5	01455
偨	05068	01456
骴	09AB4	01457
𥰭	25C2D	01458
髊	09ACA	01459
蠀	08800	01460
齹	09F79	01461
茨	08328	01462
柌	067CC	01463
垐	05790	01464
祠	07960	01465
瓷	074F7	01466
詞	08A5E	01467
慈	06148	01468
磁	078C1	01469
雌	096CC	01470
飺	098FA	01471
餈	09908	01472
糍	07CCD	01473
薋	0858B	01474
鴜	09D1C	01475
辭	08FAD	01476
鷀	09DC0	01477
此	06B64	01478
佌	04F4C	01479
泚	06CDA	01480
玼	073BC	01481
跐	08DD0	01482
鮆	09B86	01483
次	06B21	01484
刺	0523A	01485
佽	04F7D	01486
庛	05E9B	01487
栨	06828	01488
蚝	0869D	01489
莿	083BF	01490
㾊	03F8A	01491
蛓	086D3	01492
絘	07D58	01493
𨋰	282F0	01494
賜	08CDC	01495
螆	08786	01496
䳐	04CD0	01497
匆	05306	01498
悤	060A4	01499
葱	08471	01500
璁	07481	01501
瑽	0747D	01502
樅	06A05	01503
𣎗	23397	01504
熜	0719C	01505
瞛	0779B	01506
聰	08070	01507
蟌	087CC	01508
繱	07E71	01509
鏓	093D3	01510
鏦	093E6	01511
驄	09A44	01512
从	04ECE	01513
𠤰	20930	01514
從	05F9E	01515
淙	06DD9	01516
悰	060B0	01517
琮	0742E	01518
漎	06F0E	01519
潨	06F68	01520
賨	08CE8	01521
藂	085C2	01522
𧐱	27431	01523
叢	053E2	01524
憁	06181	01525
謥	08B25	01526
揍	063CD	01527
湊	06E4A	01528
楱	06971	01529
腠	08160	01530
輳	08F33	01531
觕	089D5	01532
粗	07C97	01533
麤	09EA4	01534
徂	05F82	01535
殂	06B82	01536
䣯	048EF	01537
促	04FC3	01538
猝	0731D	01539
𧋥	272E5	01540
瘄	07604	01541
蔟	0851F	01542
醋	0918B	01543
噈	05648	01544
憱	061B1	01545
瘯	0762F	01546
簇	07C07	01547
蹙	08E59	01548
蹴	08E74	01549
汆	06C46	01550
攛	0651B	01551
攢	06522	01552
巑	05DD1	01553
灒	07052	01554
欑	06B11	01555
𣪁	23A81	01556
篡	07BE1	01557
竄	07AC4	01558
鑹	09479	01559
爨	07228	01560
崔	05D14	01561
催	050AC	01562
凗	051D7	01563
摧	06467	01564
榱	069B1	01565
縗	07E17	01566
鏙	093D9	01567
漼	06F3C	01568
璀	07480	01569
趡	08DA1	01570
皠	076A0	01571
倅	05005	01572
脆	08106	01573
萃	08403	01574
啐	05550	01575
淬	06DEC	01576
悴	060B4	01577
琗	07417	01578
毳	06BF3	01579
焠	07120	01580
瘁	07601	01581
粹	07CB9	01582
翠	07FE0	01583
綷	07DB7	01584
顇	09847	01585
竁	07AC1	01586
襊	0894A	01587
臎	081CE	01588
村	06751	01589
皴	076B4	01590
存	05B58	01591
𨚲	286B2	01592
侟	04F9F	01593
踆	08E06	01594
刌	0520C	01595
忖	05FD6	01596
寸	05BF8	01597
搓	06413	01598
瑳	07473	01599
遳	09073	01600
磋	078CB	01601
撮	064AE	01602
蹉	08E49	01603
嵯	05D6F	01604
矬	077EC	01605
痤	075E4	01606
䣜	048DC	01607
㽨	03F68	01608
瘥	07625	01609
醝	0919D	01610
鹺	09E7A	01611
脞	0811E	01612
剉	05249	01613
挫	0632B	01614
莝	0839D	01615
厝	0539D	01616
措	063AA	01617
蓌	084CC	01618
銼	092BC	01619
錯	0932F	01620
䱜	04C5C	01621
耷	08037	01622
搭	0642D	01623
榙	06999	01624
𦞂	26782	01625
褡	08921	01626
噠	05660	01627
呾	0547E	01628
狚	072DA	01629
怛	0601B	01630
妲	059B2	01631
羍	07F8D	01632
炟	0709F	01633
笪	07B2A	01634
匒	05312	01635
達	09054	01636
𢛁	226C1	01637
答	07B54	01638
靼	0977C	01639
㩉	03A49	01640
薘	08598	01641
䃮	040EE	01642
䵣	04D63	01643
蟽	087FD	01644
𦪭	26AAD	01645
躂	08E82	01646
韃	097C3	01647
打	06253	01648
大	05927	01649
獃	07343	01650
歹	06B79	01651
傣	050A3	01652
代	04EE3	01653
汏	06C4F	01654
垈	05788	01655
岱	05CB1	01656
隶	096B6	01657
迨	08FE8	01658
玳	073B3	01659
殆	06B86	01660
待	05F85	01661
怠	06020	01662
軑	08ED1	01663
埭	057ED	01664
帶	05E36	01665
袋	0888B	01666
逮	0902E	01667
紿	07D3F	01668
貸	08CB8	01669
瑇	07447	01670
䲦	04CA6	01671
曃	066C3	01672
戴	06234	01673
黛	09EDB	01674
蹛	08E5B	01675
襶	08976	01676
靆	09746	01677
丹	04E39	01678
妉	05989	01679
担	062C5	01680
眈	07708	01681
耽	0803D	01682
聃	08043	01683
酖	09156	01684
躭	08EAD	01685
單	055AE	01686
匰	05330	01687
鄲	09132	01688
儋	0510B	01689
勯	052EF	01690
擔	064D4	01691
殫	06BAB	01692
甔	07514	01693
襌	0894C	01694
䄡	04121	01695
簞	07C1E	01696
𩅦	29166	01697
抌	0628C	01698
疸	075B8	01699
紞	07D1E	01700
亶	04EB6	01701
黕	09ED5	01702
膽	081BD	01703
𤺺	24EBA	01704
𪆻	2A1BB	01705
黵	09EF5	01706
旦	065E6	01707
但	04F46	01708
䏙	043D9	01709
萏	0840F	01710
啗	05557	01711
啖	05556	01712
淡	06DE1	01713
蛋	086CB	01714
啿	0557F	01715
蜑	08711	01716
觛	089DB	01717
誕	08A95	01718
窞	07A9E	01719
髧	09AE7	01720
噉	05649	01721
僤	050E4	01722
䩥	04A65	01723
嘾	0563E	01724
潬	06F6C	01725
憚	0619A	01726
彈	05F48	01727
鴠	09D20	01728
𢠸	22838	01729
澹	06FB9	01730
憺	061BA	01731
禫	079AB	01732
膻	081BB	01733
癉	07649	01734
𥨎	25A0E	01735
贉	08D09	01736
嚪	056AA	01737
霮	0972E	01738
黮	09EEE	01739
當	07576	01740
儅	05105	01741
噹	05679	01742
璫	074AB	01743
襠	08960	01744
簹	07C39	01745
鐺	0943A	01746
党	0515A	01747
擋	064CB	01748
黨	09EE8	01749
攩	06529	01750
灙	07059	01751
欓	06B13	01752
讜	08B9C	01753
𩽳	29F73	01754
宕	05B95	01755
菪	083EA	01756
瓽	074FD	01757
逿	0903F	01758
愓	06113	01759
嵣	05D63	01760
碭	078AD	01761
潒	06F52	01762
蕩	08569	01763
壋	058CB	01764
踼	08E3C	01765
燙	071D9	01766
檔	06A94	01767
盪	076EA	01768
簜	07C1C	01769
刀	05200	01770
𣱼	23C7C	01771
忉	05FC9	01772
舠	08220	01773
魛	09B5B	01774
倒	05012	01775
島	05CF6	01776
禂	07982	01777
搗	06417	01778
導	05C0E	01779
壔	058D4	01780
擣	064E3	01781
蹈	08E48	01782
禱	079B1	01783
到	05230	01784
菿	083FF	01785
悼	060BC	01786
道	09053	01787
盜	076DC	01788
翢	07FE2	01789
稻	07A3B	01790
䆃	04183	01791
翿	07FFF	01792
纛	07E9B	01793
得	05F97	01794
德	05FB7	01795
登	0767B	01796
豋	08C4B	01797
䔲	04532	01798
燈	071C8	01799
㽅	03F45	01800
㲪	03CAA	01801
簦	07C26	01802
蹬	08E6C	01803
鐙	09419	01804
等	07B49	01805
戥	06225	01806
僜	050DC	01807
隥	096A5	01808
凳	051F3	01809
鄧	09127	01810
嶝	05D9D	01811
磴	078F4	01812
瞪	077AA	01813
低	04F4E	01814
袛	0889B	01815
羝	07F9D	01816
隄	09684	01817
堤	05824	01818
滴	06EF4	01819
磾	078FE	01820
鍉	09349	01821
鞮	097AE	01822
狄	072C4	01823
苖	082D6	01824
迪	08FEA	01825
籴	07C74	01826
荻	0837B	01827
笛	07B1B	01828
靮	0976E	01829
髢	09AE2	01830
滌	06ECC	01831
頔	09814	01832
嫡	05AE1	01833
翟	07FDF	01834
樀	06A00	01835
踧	08E27	01836
敵	06575	01837
䯼	04BFC	01838
嚁	05681	01839
鏑	093D1	01840
覿	089BF	01841
糴	07CF4	01842
鸐	09E10	01843
氐	06C10	01844
厎	0538E	01845
邸	090B8	01846
阺	0963A	01847
抵	062B5	01848
底	05E95	01849
弤	05F24	01850
柢	067E2	01851
牴	07274	01852
砥	07825	01853
詆	08A46	01854
骶	09AB6	01855
地	05730	01856
玓	07393	01857
杕	06755	01858
旳	065F3	01859
弟	05F1F	01860
𦉹	26279	01861
的	07684	01862
帝	05E1D	01863
递	09012	01864
娣	05A23	01865
珶	073F6	01866
菂	083C2	01867
第	07B2C	01868
釱	091F1	01869
焍	0710D	01870
蒂	08482	01871
棣	068E3	01872
睇	07747	01873
渧	06E27	01874
媂	05A82	01875
遞	0905E	01876
禘	07998	01877
摕	06455	01878
蔕	08515	01879
遰	09070	01880
慸	06178	01881
甋	0750B	01882
締	07DE0	01883
踶	08E36	01884
諦	08AE6	01885
螮	087AE	01886
𥳠	25CE0	01887
鬄	09B04	01888
佔	04F54	01889
敁	06541	01890
掂	06382	01891
𠶧	20DA7	01892
嵮	05D6E	01893
滇	06EC7	01894
瘨	07628	01895
蹎	08E4E	01896
顛	0985B	01897
𩥄	29944	01898
攧	06527	01899
巔	05DD4	01900
癲	07672	01901
齻	09F7B	01902
典	05178	01903
蒧	084A7	01904
蕇	08547	01905
踮	08E2E	01906
點	09EDE	01907
㓠	034E0	01908
甸	07538	01909
阽	0963D	01910
坫	0576B	01911
店	05E97	01912
玷	073B7	01913
扂	06242	01914
埝	057DD	01915
淀	06DC0	01916
惦	060E6	01917
奠	05960	01918
電	096FB	01919
蜔	08714	01920
殿	06BBF	01921
墊	0588A	01922
靛	0975B	01923
澱	06FB1	01924
磹	078F9	01925
簟	07C1F	01926
癜	0765C	01927
驔	09A54	01928
刁	05201	01929
虭	0866D	01930
凋	051CB	01931
奝	0595D	01932
蛁	086C1	01933
彫	05F6B	01934
琱	07431	01935
貂	08C82	01936
碉	07889	01937
𩾗	29F97	01938
雕	096D5	01939
鼦	09F26	01940
鵰	09D70	01941
鯛	09BDB	01942
屌	05C4C	01943
弔	05F14	01944
吊	0540A	01945
掉	06389	01946
釣	091E3	01947
蓧	084E7	01948
雿	096FF	01949
銱	092B1	01950
藋	085CB	01951
嬥	05B25	01952
爹	07239	01953
跌	08DCC	01954
迭	08FED	01955
垤	057A4	01956
昳	06633	01957
峌	05CCC	01958
胅	080C5	01959
瓞	074DE	01960
镻	0957B	01961
堞	0581E	01962
耋	0800B	01963
喋	0558B	01964
崼	05D3C	01965
詄	08A44	01966
惵	060F5	01967
絰	07D70	01968
殜	06B9C	01969
跮	08DEE	01970
牒	07252	01971
墆	05886	01972
碟	0789F	01973
蜨	08728	01974
嵽	05D7D	01975
褋	0890B	01976
䪓	04A93	01977
蝶	08776	01978
艓	08253	01979
蹀	08E40	01980
諜	08ADC	01981
褺	0893A	01982
螲	087B2	01983
鞢	097A2	01984
𨄌	2810C	01985
鰈	09C08	01986
疊	0758A	01987
㲲	03CB2	01988
丁	04E01	01989
仃	04EC3	01990
叮	053EE	01991
玎	0738E	01992
盯	076EF	01993
疔	07594	01994
耵	08035	01995
虰	08670	01996
釘	091D8	01997
靪	0976A	01998
𩾚	29F9A	01999
酊	0914A	02000
頂	09802	02001
葶	08476	02002
鼎	09F0E	02003
㴿	03D3F	02004
濎	06FCE	02005
𤐣	24423	02006
矴	077F4	02007
定	05B9A	02008
訂	08A02	02009
飣	098E3	02010
椗	06917	02011
碇	07887	02012
𦩘	26A58	02013
鋌	092CC	02014
錠	09320	02015
顁	09841	02016
𩸎	29E0E	02017
丢	04E22	02018
颩	098A9	02019
冬	051AC	02020
東	06771	02021
咚	0549A	02022
涷	06DB7	02023
蝀	08740	02024
䍶	04376	02025
䳉	04CC9	02026
鼕	09F15	02027
董	08463	02028
蕫	0856B	02029
懂	061C2	02030
挏	0630F	02031
迵	08FF5	02032
洞	06D1E	02033
戙	06219	02034
胴	080F4	02035
凍	051CD	02036
動	052D5	02037
棟	068DF	02038
湩	06E69	02039
絧	07D67	02040
詷	08A77	02041
駧	099E7	02042
唗	05517	02043
兜	0515C	02044
篼	07BFC	02045
斗	06597	02046
抖	06296	02047
陡	09661	02048
蚪	086AA	02049
鈄	09204	02050
豆	08C46	02051
郖	090D6	02052
逗	09017	02053
鬥	09B25	02054
浢	06D62	02055
酘	09158	02056
脰	08130	02057
痘	075D8	02058
𧱓	27C53	02059
䛠	046E0	02060
餖	09916	02061
竇	07AC7	02062
厾	053BE	02063
𦘴	26634	02064
都	090FD	02065
督	07763	02066
嘟	0561F	02067
裻	088FB	02068
闍	095CD	02069
毒	06BD2	02070
𤠢	24822	02071
𦺇	26E87	02072
蝳	08773	02073
㒔	03494	02074
獨	07368	02075
𨽍	28F4D	02076
䢱	048B1	02077
瀆	07006	02078
嬻	05B3B	02079
瓄	074C4	02080
櫝	06ADD	02081
殰	06BB0	02082
犢	072A2	02083
牘	07258	02084
髑	09AD1	02085
贕	08D15	02086
讀	08B80	02087
韣	097E3	02088
韇	097C7	02089
黷	09EF7	02090
讟	08B9F	02091
堵	05835	02092
帾	05E3E	02093
䐗	04417	02094
睹	07779	02095
賭	08CED	02096
篤	07BE4	02097
芏	0828F	02098
杜	0675C	02099
肚	0809A	02100
妒	05992	02101
度	05EA6	02102
秺	079FA	02103
渡	06E21	02104
殬	06BAC	02105
鍍	0934D	02106
蠹	08839	02107
剬	0526C	02108
端	07AEF	02109
褍	0890D	02110
𧤗	27917	02111
短	077ED	02112
段	06BB5	02113
塅	05845	02114
椴	06934	02115
腶	08176	02116
煅	07145	02117
碫	078AB	02118
緞	07DDE	02119
毈	06BC8	02120
鍛	0935B	02121
斷	065B7	02122
䠪	0482A	02123
籪	07C6A	02124
堆	05806	02125
塠	05860	02126
搥	06425	02127
磓	078D3	02128
䭔	04B54	02129
兑	05151	02130
祋	0794B	02131
碓	07893	02132
對	05C0D	02133
䬽	04B3D	02134
憞	0619E	02135
憝	0619D	02136
薱	085B1	02137
𣝉	23749	02138
懟	061DF	02139
㬣	03B23	02140
瀩	07029	02141
鐓	09413	02142
䨴	04A34	02143
𪒡	2A4A1	02144
惇	060C7	02145
敦	06566	02146
蜳	08733	02147
墩	058A9	02148
蹲	08E72	02149
驐	09A50	02150
庉	05E89	02151
沌	06C8C	02152
炖	07096	02153
盾	076FE	02154
𥫱	25AF1	02155
遁	09041	02156
鈍	0920D	02157
頓	09813	02158
遯	0906F	02159
燉	071C9	02160
多	0591A	02161
咄	05484	02162
剟	0525F	02163
掇	06387	02164
敠	06560	02165
毲	06BF2	02166
剫	0526B	02167
敚	0655A	02168
喥	055A5	02169
奪	0596A	02170
𨍏	2834F	02171
踱	08E31	02172
鐸	09438	02173
𩍜	2935C	02174
朶	06736	02175
垜	0579C	02176
挅	06305	02177
埵	057F5	02178
𧻞	27EDE	02179
躱	08EB1	02180
𤛛	246DB	02181
鬌	09B0C	02182
軃	08EC3	02183
嚲	056B2	02184
奲	05972	02185
沲	06CB2	02186
陏	0964F	02187
陊	0964A	02188
刴	05234	02189
柁	067C1	02190
柮	067EE	02191
𣵺	23D7A	02192
舵	08235	02193
惰	060F0	02194
跢	08DE2	02195
跥	08DE5	02196
飿	098FF	02197
墮	058AE	02198
嶞	05D9E	02199
墯	058AF	02200
𥳔	25CD4	02201
鵽	09D7D	02202
阿	0963F	02203
妸	059B8	02204
屙	05C59	02205
婀	05A40	02206
吪	0542A	02207
囮	056EE	02208
俄	04FC4	02209
莪	083AA	02210
哦	054E6	02211
峨	05CE8	02212
涐	06D90	02213
娥	05A25	02214
訛	08A1B	02215
睋	0774B	02216
蛾	086FE	02217
誐	08A90	02218
頟	0981F	02219
鵝	09D5D	02220
額	0984D	02221
譌	08B4C	02222
騀	09A00	02223
厄	05384	02224
歺	06B7A	02225
戹	06239	02226
阨	09628	02227
扼	0627C	02228
呃	05443	02229
阸	09638	02230
枙	06799	02231
砐	07810	02232
侉	04F89	02233
峈	05CC8	02234
峉	05CC9	02235
姶	059F6	02236
砨	07828	02237
堊	0580A	02238
軛	08EDB	02239
㓵	034F5	02240
鄂	09102	02241
堨	05828	02242
堮	0582E	02243
惡	060E1	02244
萼	0843C	02245
㕎	0354E	02246
遏	0904F	02247
遌	0904C	02248
崿	05D3F	02249
㔩	03529	02250
愕	06115	02251
搕	06415	02252
搹	06439	02253
搤	06424	02254
腭	0816D	02255
詻	08A7B	02256
蝁	08741	02257
𥔲	25532	02258
䔾	0453E	02259
餓	09913	02260
頞	0981E	02261
噩	05669	02262
嶭	05DAD	02263
諤	08AE4	02264
鍔	09354	02265
礏	0790F	02266
顎	0984E	02267
𡾲	21FB2	02268
鶚	09D9A	02269
鰐	09C10	02270
齃	09F43	02271
齶	09F76	02272
鱷	09C77	02273
恩	06069	02274
䭓	04B53	02275
䭡	04B61	02276
而	0800C	02277
兒	05152	02278
陑	09651	02279
荋	0834B	02280
耏	0800F	02281
洏	06D0F	02282
栭	0682D	02283
胹	080F9	02284
𥅡	25161	02285
唲	05532	02286
聏	0804F	02287
輀	08F00	02288
髵	09AF5	02289
鴯	09D2F	02290
鮞	09B9E	02291
鱬	09C6C	02292
耳	08033	02293
洱	06D31	02294
珥	073E5	02295
毦	06BE6	02296
栮	0682E	02297
爾	0723E	02298
餌	0990C	02299
駬	099EC	02300
薾	085BE	02301
邇	09087	02302
二	04E8C	02303
刵	05235	02304
佴	04F74	02305
咡	054A1	02306
䎶	043B6	02307
貳	08CB3	02308
衈	08848	02309
鉺	0927A	02310
樲	06A32	02311
發	0767C	02312
乏	04E4F	02313
伐	04F10	02314
茷	08337	02315
垡	057A1	02316
疺	075BA	02317
栰	06830	02318
筏	07B4F	02319
閥	095A5	02320
罰	07F70	02321
瞂	07782	02322
墢	058A2	02323
法	06CD5	02324
灋	0704B	02325
琺	0743A	02326
髮	09AEE	02327
帆	05E06	02328
番	0756A	02329
幡	05E61	02330
憣	061A3	02331
藩	085E9	02332
翻	07FFB	02333
旛	065DB	02334
轓	08F53	02335
籓	07C53	02336
鱕	09C55	02337
凡	051E1	02338
袢	088A2	02339
笲	07B32	02340
煩	07169	02341
墦	058A6	02342
蕃	08543	02343
樊	06A0A	02344
璠	074A0	02345
薠	085A0	02346
膰	081B0	02347
燔	071D4	02348
繁	07E41	02349
羳	07FB3	02350
繙	07E59	02351
颿	098BF	02352
蹯	08E6F	02353
蘩	08629	02354
礬	0792C	02355
瀿	0703F	02356
蠜	0881C	02357
䪤	04AA4	02358
反	053CD	02359
返	08FD4	02360
䡊	0484A	02361
犯	072AF	02362
氾	06C3E	02363
汎	06C4E	02364
泛	06CDB	02365
范	08303	02366
畈	07548	02367
軓	08ED3	02368
梵	068B5	02369
販	08CA9	02370
飯	098EF	02371
軬	08EEC	02372
𧍙	27359	02373
範	07BC4	02374
方	065B9	02375
邡	090A1	02376
坊	0574A	02377
芳	082B3	02378
汸	06C78	02379
枋	0678B	02380
牥	07265	02381
蚄	08684	02382
鴋	09D0B	02383
防	09632	02384
妨	059A8	02385
肪	080AA	02386
房	0623F	02387
魴	09B74	02388
仿	04EFF	02389
彷	05F77	02390
昉	06609	02391
瓬	074EC	02392
倣	05023	02393
舫	0822B	02394
紡	07D21	02395
訪	08A2A	02396
髣	09AE3	02397
放	0653E	02398
妃	05983	02399
非	0975E	02400
飛	098DB	02401
婓	05A53	02402
啡	05561	02403
扉	06249	02404
裶	088F6	02405
緋	07DCB	02406
霏	0970F	02407
馡	099A1	02408
騑	09A11	02409
肥	080A5	02410
淝	06DDD	02411
𩇯	291EF	02412
腓	08153	02413
蜰	08730	02414
蟦	087E6	02415
朏	0670F	02416
匪	0532A	02417
陫	0966B	02418
菲	083F2	02419
悱	060B1	02420
棐	068D0	02421
斐	06590	02422
𢾺	22FBA	02423
榧	069A7	02424
蜚	0871A	02425
翡	07FE1	02426
誹	08AB9	02427
篚	07BDA	02428
𦃄	260C4	02429
芾	082BE	02430
吠	05420	02431
杮	0676E	02432
肺	080BA	02433
狒	072D2	02434
沸	06CB8	02435
昲	06632	02436
厞	0539E	02437
剕	05255	02438
俷	04FF7	02439
疿	075BF	02440
萉	08409	02441
屝	05C5D	02442
費	08CBB	02443
痱	075F1	02444
䠊	0480A	02445
廢	05EE2	02446
㵒	03D52	02447
曊	066CA	02448
鼣	09F23	02449
癈	07648	02450
鯡	09BE1	02451
靅	09745	02452
分	05206	02453
芬	082AC	02454
吩	05429	02455
岎	05C8E	02456
帉	05E09	02457
㤋	0390B	02458
昐	06610	02459
氛	06C1B	02460
衯	0886F	02461
翂	07FC2	02462
紛	07D1B	02463
棻	068FB	02464
雰	096F0	02465
餴	09934	02466
饙	09959	02467
汾	06C7E	02468
妢	059A2	02469
枌	0678C	02470
蚡	086A1	02471
蚠	086A0	02472
羒	07F92	02473
棼	068FC	02474
焚	0711A	02475
蒶	084B6	02476
隫	096AB	02477
墳	058B3	02478
蕡	08561	02479
幩	05E69	02480
鳻	09CFB	02481
魵	09B75	02482
獖	07356	02483
濆	06FC6	02484
鼢	09F22	02485
鼖	09F16	02486
羵	07FB5	02487
轒	08F52	02488
豶	08C76	02489
馩	099A9	02490
䴅	04D05	02491
黂	09EC2	02492
粉	07C89	02493
坋	0574B	02494
弅	05F05	02495
忿	05FFF	02496
僨	050E8	02497
憤	061A4	02498
奮	0596E	02499
膹	081B9	02500
糞	07CDE	02501
瀵	07035	02502
鱝	09C5D	02503
丰	04E30	02504
䒠	044A0	02505
封	05C01	02506
風	098A8	02507
峰	05CF0	02508
桻	0687B	02509
偑	05051	02510
烽	070FD	02511
葑	08451	02512
猦	07326	02513
犎	0728E	02514
楓	06953	02515
蜂	08702	02516
瘋	0760B	02517
熢	071A2	02518
鋒	092D2	02519
豐	08C50	02520
鏠	093E0	02521
酆	09146	02522
蘴	08634	02523
灃	07043	02524
蠭	0882D	02525
麷	09EB7	02526
捀	06340	02527
逢	09022	02528
浲	06D72	02529
渢	06E22	02530
摓	06453	02531
漨	06F28	02532
縫	07E2B	02533
覂	08982	02534
諷	08AF7	02535
奉	05949	02536
俸	04FF8	02537
鳳	09CF3	02538
賵	08CF5	02539
佛	04F5B	02540
𧼴	27F34	02541
紑	07D11	02542
𧉈	27248	02543
缶	07F36	02544
否	05426	02545
缹	07F39	02546
殕	06B95	02547
鴀	09D00	02548
夫	0592B	02549
邞	0909E	02550
玞	0739E	02551
荂	08342	02552
柎	067CE	02553
砆	07806	02554
怤	06024	02555
衭	0886D	02556
荴	08374	02557
趺	08DBA	02558
䓵	044F5	02559
跗	08DD7	02560
稃	07A03	02561
鈇	09207	02562
筟	07B5F	02563
鄜	0911C	02564
粰	07CB0	02565
𤊻	242BB	02566
孵	05B75	02567
鳺	09CFA	02568
麩	09EA9	02569
敷	06577	02570
膚	0819A	02571
𩿧	29FE7	02572
䱐	04C50	02573
懯	061EF	02574
巿	05DFF	02575
弗	05F17	02576
伏	04F0F	02577
扶	06276	02578
芙	08299	02579
芣	082A3	02580
孚	05B5A	02581
刜	0521C	02582
坲	05772	02583
拂	062C2	02584
苻	082FB	02585
茀	08300	02586
枎	0678E	02587
咈	05488	02588
帗	05E17	02589
岪	05CAA	02590
服	0670D	02591
泭	06CED	02592
怫	0602B	02593
垘	05798	02594
茯	0832F	02595
枹	067B9	02596
罘	07F58	02597
俘	04FD8	02598
郛	090DB	02599
洑	06D11	02600
祓	07953	02601
莩	083A9	02602
栿	0683F	02603
蚨	086A8	02604
浮	06D6E	02605
琈	07408	02606
菔	083D4	02607
桴	06874	02608
虙	08659	02609
符	07B26	02610
匐	05310	02611
烰	070F0	02612
涪	06DAA	02613
袱	088B1	02614
紱	07D31	02615
紼	07D3C	02616
葍	0844D	02617
幅	05E45	02618
罦	07F66	02619
䟮	047EE	02620
蜉	08709	02621
鳧	09CE7	02622
福	0798F	02623
綍	07D8D	02624
𤛟	246DF	02625
箙	07B99	02626
颰	098B0	02627
韍	097CD	02628
𨌥	28325	02629
髴	09AF4	02630
𩊙	29299	02631
蝠	08760	02632
幞	05E5E	02633
澓	06F93	02634
𩢰	298B0	02635
𦽏	26F4F	02636
輻	08F3B	02637
踾	08E3E	02638
鮄	09B84	02639
黻	09EFB	02640
䵾	04D7E	02641
䳕	04CD5	02642
鵩	09D69	02643
鶝	09D9D	02644
𧖚	2759A	02645
甫	0752B	02646
㕮	0356E	02647
拊	062CA	02648
㓡	034E1	02649
斧	065A7	02650
府	05E9C	02651
弣	05F23	02652
郙	090D9	02653
俛	04FDB	02654
胕	080D5	02655
俯	04FEF	02656
釜	091DC	02657
捬	0636C	02658
脯	0812F	02659
腑	08151	02660
滏	06ECF	02661
輔	08F14	02662
腐	08150	02663
撫	064AB	02664
頫	0982B	02665
䩉	04A49	02666
簠	07C20	02667
黼	09EFC	02668
父	07236	02669
付	04ED8	02670
㳇	03CC7	02671
附	09644	02672
坿	0577F	02673
咐	05490	02674
阜	0961C	02675
赴	08D74	02676
复	0590D	02677
負	08CA0	02678
訃	08A03	02679
祔	07954	02680
蚥	086A5	02681
㾈	03F88	02682
副	0526F	02683
蚹	086B9	02684
偩	05069	02685
婦	05A66	02686
萯	0842F	02687
傅	05085	02688
復	05FA9	02689
富	05BCC	02690
椱	06931	02691
腹	08179	02692
𠣾	208FE	02693
褔	08914	02694
複	08907	02695
駙	099D9	02696
蕧	08567	02697
賦	08CE6	02698
蝮	0876E	02699
蝜	0875C	02700
𩾿	29FBF	02701
輹	08F39	02702
鮒	09B92	02703
縛	07E1B	02704
賻	08CFB	02705
鍑	09351	02706
𥨍	25A0D	02707
覆	08986	02708
馥	099A5	02709
𥳇	25CC7	02710
䘀	04600	02711
鰒	09C12	02712
旮	065EE	02713
咖	05496	02714
嘎	0560E	02715
噶	05676	02716
尬	05C2C	02717
陔	09654	02718
垓	05793	02719
荄	08344	02720
晐	06650	02721
胲	080F2	02722
祴	07974	02723
絯	07D6F	02724
賅	08CC5	02725
該	08A72	02726
䬵	04B35	02727
改	06539	02728
丐	04E10	02729
匄	05304	02730
摡	06461	02731
蓋	084CB	02732
戤	06224	02733
漑	06F11	02734
槪	069EA	02735
干	05E72	02736
甘	07518	02737
忓	05FD3	02738
奸	05978	02739
